Year,Agency Name,Name of Donor (Individual or Firm),Type of Donation,Value of Donation
2019,Education (Department of),After School Program at 20K185 ; SELF SUSTAINING 24 0,Money,"$84,720.00"
2019,Education (Department of),After School Program at 20K185 ; SELF SUSTAINING 24 9,Money,"$418,383.00"
2019,Education (Department of),After School Program at 31R041 ; SELF SUSTAINING 26 9,Money,"$9,525.00"
2019,Education (Department of),Air Force JROTC ; Air Force JROTC Reimbursable Allocation for 31R460 ; ROTC  12           9,Money,"$130,497.46"
2019,Education (Department of),Air Force JROTC ; Air Force JROTC Reimbursable Funding for 31R460 ; ROTC  12           0,Money,"$134,948.60"
2019,Education (Department of),American Museum of Natural History at 20K220 ; PRIVATE GRANT  30  9,Money,"$7,005.76"
2019,Education (Department of),American Museum of Natural History at 31R024 ; PRIVATE GRANT  33  9,Money,"$8,047.99"
2019,Education (Department of),Army JROTC ; Army JROTC Reimbursable Allocation for 20K490 ; ROTC  10           0,Money,"$65,450.01"
2019,Education (Department of),Army JROTC ; Army JROTC Reimbursable Allocation for 31R445 ; ROTC  10           0,Money,"$131,649.75"
2019,Education (Department of),Army ROTC Reimbursable Allocation for 20K490 ; ROTC  10           9,Money,"$127,114.46"
2019,Education (Department of),Arnhold Dance ; FUNDS PUB SCHL 47  0,Money,"$38,370.00"
2019,Education (Department of),Arnhold Dance ; FUNDS PUB SCHL 62  0,Money,"$107,500.00"
2019,Education (Department of),Arnhold Dance Program ; FUNDS PUB SCHL 82  9,Money,"$246,375.00"
2019,Education (Department of),Arnhold Dance program ; FUNDS PUB SCHL 83  9,Money,"$15,011.00"
2019,Education (Department of),Arnhold Foundation ; Arnhold Dance ; Fund for Public Schools ; FUNDS PUB SCHL 47  0,Money,"$29,802.00"
2019,Education (Department of),Arnhold Foundation ; Arnhold Dance ; Fund for Public Schools ; FUNDS PUB SCHL 62  0,Money,"$107,500.00"
2019,Education (Department of),B.O.S.S ; FUNDS PUB SCHL 02  9,Money,"$25,763.00"
2019,Education (Department of),Beauty and Joy of Computing (BJC)   ; PRIVATE GRANT  33  5,Money,"$1,735,731.00"
2019,Education (Department of),Big Apple Awards ; FUNDS PUB SCHL 357 9,Money,"$12,692.00"
2019,Education (Department of),BMGF ; Continuous Learning ; Fund for Public Schools ; FUNDS PUB SCHL 31  0,Money,"$142,350.00"
2019,Education (Department of),BNY Mellon ; Summer Bridge ; Fund for Public Schools ; FUNDS PUB SCHL 15  0,Money,"$71,769.00"
2019,Education (Department of),"BOKS Reebok Foundation, Inc ; CHAMPS BOKS Program ; FOUNDATION GRNT 02 0",Money,"$82,500.00"
2019,Education (Department of),BTAF ; PS 430K - STEM ; Fund for Public Schools ; FUNDS PUB SCHL 29  0,Money,"$25,000.00"
2019,Education (Department of),BTAF ; PS 430K - Weston ; Fund for Public Schools ; FUNDS PUB SCHL 30  0,Money,"$29,000.00"
2019,Education (Department of),Burch Family Fdtn ; Harvest Collegiate - Burch ; Fund for Public Schools ; FUNDS PUB SCHL 36  0,Money,"$450,000.00"
2019,Education (Department of),Catskill Watershed Corporation ; Round 22 Watershed Education Grant for 31R057 ; PRIVATE GRANT  40  0,Money,"$5,500.00"
2019,Education (Department of),"CC Vending, Inc ; Snacks/Beverages Sponsorship Grant - PSAL ; SELF SUSTAINING 60 0",Money,"$85,000.00"
2019,Education (Department of),CCAP- 125K Purchase & Installation of Air Conditioners for Classrooms at PS110 PROJECT#9049   ; STATE MISC. 713    9,Money,"$125,000.00"
2019,Education (Department of),CCAP- Purchase of Computers & Equipment for M.S 443   Project I.D #7239 60K ; STATE MISC. 701    0,Money,"$60,000.00"
2019,Education (Department of),CCAP-Purchase & Installation of AC Units and Ipads for PS107  PROJECT ID #7216 $125K ; STATE MISC. 704    0,Money,"$125,000.00"
2019,Education (Department of),CDC Comprehensive PS1807   ; CDC COMPREHENSIVE7 9,Money,"$898,241.00"
2019,Education (Department of),"Center for Educational Innovation ; District 97 - Center for Educational Innovation, Inc. Arts Grant ; PRIVATE GRANT  36  0",Money,"$9,631.71"
2019,Education (Department of),CHAMPS BOKS Program   ; FOUNDATION GRNT 01 9,Money,"$165,000.00"
2019,Education (Department of),CHAMPS Flag Football Program ; CHAMPS Flag Football Program ; FOUNDATION GRNT 01 0,Money,"$50,000.00"
2019,Education (Department of),Charles Hayden Foundation ; FOUNDATION GRNT 01 7,Money,"$135,800.00"
2019,Education (Department of),Charles Hayden Foundation ; PS 250X - After School enrichment ; Fund for Public Schools ; FUNDS PUB SCHL 369 9,Money,"$81,900.00"
2019,Education (Department of),Charles Hayden Foundation ; PS 260X - Afterschool (Hayden) ; Fund for Public Schools ; FUNDS PUB SCHL 374 9,Money,"$70,000.00"
2019,Education (Department of),Charles W. Leng   Public School 54 ; Student Support at 31R054 ; SELF SUSTAINING 96 9,Money,"$9,999.00"
2019,Education (Department of),Citizen Science ; FUNDS PUB SCHL 45  0,Money,"$12,300.00"
2019,Education (Department of),City Agency ; DOHMH Dental Services Reimbursement ; INTRA-CITY-32      0,Money,"$75,200.00"
2019,Education (Department of),"City of New York Department of Education HS of Math , Science and Engineering ; 05M692 City of New York Department of Education HS of Math , Science and Engineering ; PRIVATE GRANT  33  0",Money,"$6,000.00"
2019,Education (Department of),City Seekers - D.1 ; FUNDS PUB SCHL 43  0,Money,"$46,499.00"
2019,Education (Department of),Clinical Teacher Preparation ; FUNDS PUB SCHL 368 9,Money,"$384,912.00"
2019,Education (Department of),Comm. Schools - Operational Sup. ; FUNDS PUB SCHL 48  9,Money,"$21,837.00"
2019,Education (Department of),Community School Districts 21 and 22 Consortium Magnet Schools Assistance Program ; MAGNET SCH FED 02  7,Money,"$23,100,000.00"
2019,Education (Department of),Computational Thinking ; FUNDS PUB SCHL 20  9,Money,"$20,417.00"
2019,Education (Department of),Connected Learning Communities:Supporting Teacher Effectiveness and Student Achievement in the Arts ; MISC FED GRANT 90  0,Money,"$370,686.44"
2019,Education (Department of),Continuous Learning ; FUNDS PUB SCHL 01  9,Money,"$1,665,574.00"
2019,Education (Department of),Cornell Univ. ; PS 86X - Computational Thinking ; Fund for Public Schools ; FUNDS PUB SCHL 39  0,Money,"$41,500.00"
2019,Education (Department of),CS4All ; FUNDS PUB SCHL 01  0,Money,"$2,267,769.00"
2019,Education (Department of),CS4ALL ; FUNDS PUB SCHL 22  9,Money,"$1,848,082.00"
2019,Education (Department of),CSI HS for International Studies PTA & The city of NYC of Education  CSI HS for INTL Studies ; Educational Initiative at 31R047 ; SELF SUSTAINING 77 9,Money,"$10,000.00"
2019,Education (Department of),D.14 Prof. Dev. in the Arts Grant/Urban Arts Partnership ; MISC FED GRANT 90  9,Money,"$320,066.00"
2019,Education (Department of),D.16 SAMHSA Project Aware Grant ; MISC FED GRANT 33  9,Money,"$840,946.00"
2019,Education (Department of),D27-D29 Magnet Grant new U165A160013 ; MAGNET SCH FED 04  7,Money,"$34,425,000.00"
2019,Education (Department of),D30-D25 Magnet Grant U165A160045 ; MAGNET SCH FED 05  7,Money,"$31,500,000.00"
2019,Education (Department of),D65 Admin Trials Unit ; SELF SUSTAINING 11 0,Money,"$342,000.00"
2019,Education (Department of),DCAS ; DCAS Intra-City School Rentals for Examinations ; INTRA-CITY-43      0,Money,"$50,000.00"
2019,Education (Department of),DCAS ; DOE Energy Challenge ; INTRA-CITY-46      9,Money,"$25,000.00"
2019,Education (Department of),DCAS Intra-City School Rentals for Examinations ; INTRA-CITY-43      9,Money,"$50,000.00"
2019,Education (Department of),Demand Response Revenue ; PRIVATE GRANT  99  9,Money,"$10,673,916.00"
2019,Education (Department of),Department of Cultural Affairs ; IC REV DCLA Maintenance ; INTRA-CITY-23      9,Money,"$24,998.00"
2019,Education (Department of),Digital Promise ; Digital Promise ; Fund for Public Schools ; FUNDS PUB SCHL 03  0,Money,"$47,046.00"
2019,Education (Department of),Digital Promise ; FUNDS PUB SCHL 358 9,Money,"$361,289.00"
2019,Education (Department of),Digital Promise ; PS 96M - Digital Promise ; Fund for Public Schools ; FUNDS PUB SCHL 358 9,Money,"$50,000.00"
2019,Education (Department of),Disney Program at 31R054 ; SELF SUSTAINING 49 0,Money,"$8,965.00"
2019,Education (Department of),Disney Program at 31R054 ; SELF SUSTAINING 49 9,Money,"$30,400.00"
2019,Education (Department of),district ; D26 Summer Youth Enrichment Program ; SELF SUSTAINING 10 0,Money,"$170,000.00"
2019,Education (Department of),District 19's Early College HS - Smart Scholars IV Grant ; STATE MISC. 06     9,Money,"$88,800.00"
2019,Education (Department of),District 30 Learning Technology Grant ; STATE MISC. 67     9,Money,"$91,461.00"
2019,Education (Department of),District 97 - PROMISE GRANT (Promoting the Readiness of Minors in Supplemental Security Income) ; MISC FED GRANT 27  5,Money,"$10,940,564.00"
2019,Education (Department of),Division of Criminal Justice Services/NYSED Federal Pass through ; 23K363 - BCMS/Midnight Madness/Vital Brooklyn Grant ; STATE MISC. 02     0,Money,"$50,000.00"
2019,Education (Department of),DOE c/o P.S. 5 ; Test Prep Program at 31R005 ; SELF SUSTAINING 54 0,Money,"$27,600.00"
2019,Education (Department of),DOHMH (IC REV) ; IC Revenue ANT DOHMH ; INTRA-CITY-28      0,Money,"$14,200,000.00"
2019,Education (Department of),DOHMH ; CDC Comprehensive PS1807   ; CDC COMPREHENSIVE7 0,Money,"$449,130.00"
2019,Education (Department of),DOHMH Dental Services Reimbursement ; INTRA-CITY-32      9,Money,"$75,200.00"
2019,Education (Department of),DOHMH IC Revenue ; DOHMH Dental Services Reimbursement ; INTRA-CITY-32      9,Money,"$75,200.00"
2019,Education (Department of),Ds 46 Teaching Fellows ; SELF SUSTAINING 10 0,Money,"$17,333,141.00"
2019,Education (Department of),Ds 46 Teaching Fellows ; SELF SUSTAINING 10 9,Money,"$17,912,684.00"
2019,Education (Department of),DSAP ; City Seekers - D.1 ; Fund for Public Schools ; FUNDS PUB SCHL 43  0,Money,"$16,499.00"
2019,Education (Department of),DSAP/Essex Crossing ; City Seekers Enrichment ; Fund for Public Schools ; FUNDS PUB SCHL 388 9,Money,"$26,288.00"
2019,Education (Department of),DSNY ; IC DSNY Recycling Champions ; INTRA-CITY-21      0,Money,"$972,848.00"
2019,Education (Department of),DSNY ; IC REV DSNY Recycling Initiative ; INTRA-CITY-22      9,Money,"$249,618.00"
2019,Education (Department of),DSWDELL ; 29q135 Arts grant for ELL and Students with Disabilities ; PRIVATE GRANT  33  9,Money,"$7,500.00"
2019,Education (Department of),Dual Language ; FUNDS PUB SCHL 57  9,Money,"$181,487.00"
2019,Education (Department of),DUMBO ; PS 307K - OTPS ; Fund for Public Schools ; FUNDS PUB SCHL 41  0,Money,"$5,186.00"
2019,Education (Department of),DUMBO Improvement District ; PS 307K - Student Enrichment ; Fund for Public Schools ; FUNDS PUB SCHL 352 9,Money,"$10,000.00"
2019,Education (Department of),Early College High School - Smart Scholars 4 - D19 ; STATE MISC. 06     0,Money,"$130,600.00"
2019,Education (Department of),Early Intervention Transition ; FUNDS PUB SCHL 392 9,Money,"$45,866.00"
2019,Education (Department of),Early Intervention Transition ; FUNDS PUB SCHL 81  9,Money,"$138,553.00"
2019,Education (Department of),Early Morning/After School Program at 31R026 ; SELF SUSTAINING 40 9,Money,"$518,803.00"
2019,Education (Department of),East Side House ; East Side House Award for 07X018 ; PRIVATE GRANT  31  0,Money,"$5,940.00"
2019,Education (Department of),EDC - Equitable Computer Science Implementation   ; PRIVATE GRANT  33  9,Money,"$74,417.00"
2019,Education (Department of),Education Development Center Inc. ; EDC - Equitable Computer Science Implementation ; PRIVATE GRANT  33  0,Money,"$278,911.00"
2019,Education (Department of),Educational Initiative at 31R047 ; SELF SUSTAINING 77 9,Money,"$13,000.00"
2019,Education (Department of),Educational Initiatives at 22K611 ; NEW VISIONS 20     0,Money,"$92,656.00"
2019,Education (Department of),Educational Initiatives at 31R047 ; PRIVATE GRANT  37  0,Money,"$12,082.00"
2019,Education (Department of),el education/robin hood ; 27q306 El Education ; PRIVATE GRANT  32  9,Money,"$14,792.50"
2019,Education (Department of),ELT - Extended Learning Time ; STATE MISC. 41     0,Money,"$7,599,821.00"
2019,Education (Department of),ELT - Extended Learning Time ; STATE MISC. 41     9,Money,"$10,599,821.00"
2019,Education (Department of),Enrichment Program at 31R060. ; SELF SUSTAINING 42 9,Money,"$20,217.62"
2019,Education (Department of),Entertainment Services ; PS 408M - music ; Fund for Public Schools ; FUNDS PUB SCHL 38  0,Money,"$25,000.00"
2019,Education (Department of),ERHS PTA Inc ; 02M416 ERHS PTA Inc ; PRIV PTA GRANT 15  0,Money,"$125,000.00"
2019,Education (Department of),ESIS ; 29q116 OTPS ; PRIVATE GRANT  34  9,Money,"$6,000.00"
2019,Education (Department of),Eucalyptus Foundation ; PS 131M - after school ; Fund for Public Schools ; FUNDS PUB SCHL 383 9,Money,"$50,000.00"
2019,Education (Department of),Extended School Day/School Violence Prevention ; Extended School Day/School Violence Prevention ; STATE MISC. 26     0,Money,"$40,195.18"
2019,Education (Department of),Face Lab (stipends) ; FUNDS PUB SCHL 38  9,Money,"$15,271.00"
2019,Education (Department of),Federal Grant via SED Office of Mental Health (OMH) - SAMHSA ; D.16 SAMHSA Project Aware Grant ; MISC FED GRANT 33  9,Money,"$420,473.00"
2019,Education (Department of),Federal Magnet Schools Assistance Program - D.14-D.32 Consortium ; MAGNET SCH FED 03  7,Money,"$11,625,000.00"
2019,Education (Department of),Federal Pass Through ; Learning Technology Grant - iLearn NYC/D.13 & D.19 ; NYC STATE MISCELLANEOUS,Money,"$199,519.00"
2019,Education (Department of),Fingerprinting ; SELF SUSTAINING 12 0,Money,"$3,991,360.00"
2019,Education (Department of),"Fiorello H. LaGuardia HS of Music, Art & Performing Arts-General Organization ; 03M485 Fiorello H. LaGuardia HS of Music, Art & Performing Arts-General Organization (Musical) ; PRIVATE GRANT  43  0",Money,"$125,000.00"
2019,Education (Department of),"Fiorello H. LaGuardia HS of Music, Art & Performing Arts-General Organization ; 03M485 Fiorello H. LaGuardia HS of Music, Art & Performing Arts-General Organization ; PRIVATE GRANT  45  9",Money,"$40,000.00"
2019,Education (Department of),Friends and Family of PS11 ; 02M011 Friends and Family of PS11 ; PRIVATE GRANT  32  0,Money,"$325,000.00"
2019,Education (Department of),Friends of CAS ; PS 258M - afterschool ; Fund for Public Schools ; FUNDS PUB SCHL 56  0,Money,"$25,000.00"
2019,Education (Department of),Friends of Central Park East High School ; 04M555 Friends of Central Park East High School ; PRIVATE GRANT  33  0,Money,"$32,575.00"
2019,Education (Department of),Friends of Central Park East High School ; 04M555 Friends of Central Park East High School(East Harlem Partnership) ; PRIVATE GRANT  34  0,Money,"$71,558.00"
2019,Education (Department of),Friends of Central Park East HS ; 04M680 Hecksher Collaboration (Friends of Central Park East HS) ; PRIVATE GRANT  39  0,Money,"$87,908.00"
2019,Education (Department of),Friends of PS/IS 187 ; 06M187 Friends of PS/IS 187 ; PRIVATE GRANT  32  0,Money,"$22,000.00"
2019,Education (Department of),Friends of the High School for Environmental Studies Inc ; 02M400 Friends of the High School for Environmental Studies Inc ; PRIV PTA GRANT 26  0,Money,"$8,000.00"
2019,Education (Department of),Friends of the SALK School of Science ; 02M255 Friends of the SALK School of Science ; PRIVATE GRANT  33  0,Money,"$95,000.00"
2019,Education (Department of),Funding will support the Latchkey Program at 31R069. ; SELF SUSTAINING 20 9,Money,"$383,000.00"
2019,Education (Department of),FY19 GRANT IN AID-ASSEMBLY ; STATE MISC. 70     9,Money,"$6,500,000.00"
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 10 ; STATE MISC. 48     9,Money,"$90,000.00"
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 11 ; STATE MISC. 49     9,Money,"$90,000.00"
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 12 ; STATE MISC. 50     9,Money,"$90,000.00"
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 16 ; STATE MISC. 52     9,Money,"$150,000.00"
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 17 ; STATE MISC. 53     9,Money,"$150,000.00"
2019,Education (Department of),FY19 My Brother's Keeper - Family & Community Engagement Program Grant (FCEP) - District 19 ; STATE MISC. 54     9,Money,"$150,000.00"
